training
lr, dw 0.0001 1e-10
test tensor(0.0009, grad_fn=<MeanBackward0>) dev tensor(1.8117e-05, grad_fn=<SelectBackward>)
test tensor(0.0013, grad_fn=<MeanBackward0>) dev tensor(2.8517e-05, grad_fn=<SelectBackward>)
test tensor(0.0014, grad_fn=<MeanBackward0>) dev tensor(1.7081e-05, grad_fn=<SelectBackward>)
test tensor(0.0018, grad_fn=<MeanBackward0>) dev tensor(2.2985e-05, grad_fn=<SelectBackward>)
test tensor(0.0022, grad_fn=<MeanBackward0>) dev tensor(1.7361e-05, grad_fn=<SelectBackward>)
test tensor(0.0028, grad_fn=<MeanBackward0>) dev tensor(1.7225e-05, grad_fn=<SelectBackward>)
test tensor(0.0035, grad_fn=<MeanBackward0>) dev tensor(1.7079e-05, grad_fn=<SelectBackward>)
test tensor(0.0039, grad_fn=<MeanBackward0>) dev tensor(2.9579e-05, grad_fn=<SelectBackward>)
test tensor(0.0050, grad_fn=<MeanBackward0>) dev tensor(3.8679e-05, grad_fn=<SelectBackward>)
test tensor(0.0052, grad_fn=<MeanBackward0>) dev tensor(3.7452e-05, grad_fn=<SelectBackward>)
test tensor(0.0056, grad_fn=<MeanBackward0>) dev tensor(6.5578e-05, grad_fn=<SelectBackward>)
test tensor(0.0063, grad_fn=<MeanBackward0>) dev tensor(3.6425e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-10
test tensor(0.1336, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1270, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1207, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1144, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1081, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.1010, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0939, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0865, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0791, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0715, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0642, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0577, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0517, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0454, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0404, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0370, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0327, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0293, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0260, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0236, grad_fn=<MeanBackward0>) dev tensor(7.5823e-05, grad_fn=<SelectBackward>)
test tensor(0.0200, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0176, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0158, grad_fn=<MeanBackward0>) dev tensor(9.7206e-05, grad_fn=<SelectBackward>)
test tensor(0.0142, grad_fn=<MeanBackward0>) dev tensor(5.6031e-05, grad_fn=<SelectBackward>)
test tensor(0.0120, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0106, grad_fn=<MeanBackward0>) dev tensor(6.4183e-05, grad_fn=<SelectBackward>)
test tensor(0.0093, grad_fn=<MeanBackward0>) dev tensor(8.7017e-05, grad_fn=<SelectBackward>)
test tensor(0.0083, grad_fn=<MeanBackward0>) dev tensor(5.1555e-05, grad_fn=<SelectBackward>)
test tensor(0.0074, grad_fn=<MeanBackward0>) dev tensor(4.1746e-05, grad_fn=<SelectBackward>)
test tensor(0.0067, grad_fn=<MeanBackward0>) dev tensor(3.6181e-05, grad_fn=<SelectBackward>)
test tensor(0.0059, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0054, grad_fn=<MeanBackward0>) dev tensor(6.6929e-05, grad_fn=<SelectBackward>)
test tensor(0.0051, grad_fn=<MeanBackward0>) dev tensor(2.9350e-05, grad_fn=<SelectBackward>)
test tensor(0.0049, grad_fn=<MeanBackward0>) dev tensor(5.7359e-05, grad_fn=<SelectBackward>)
test tensor(0.0049, grad_fn=<MeanBackward0>) dev tensor(4.1845e-05, grad_fn=<SelectBackward>)
test tensor(0.0047, grad_fn=<MeanBackward0>) dev tensor(2.5461e-05, grad_fn=<SelectBackward>)
test tensor(0.0048, grad_fn=<MeanBackward0>) dev tensor(4.9171e-05, grad_fn=<SelectBackward>)
test tensor(0.0050, grad_fn=<MeanBackward0>) dev tensor(2.3601e-05, grad_fn=<SelectBackward>)
test tensor(0.0052, grad_fn=<MeanBackward0>) dev tensor(4.3029e-05, grad_fn=<SelectBackward>)
test tensor(0.0057, grad_fn=<MeanBackward0>) dev tensor(9.0577e-05, grad_fn=<SelectBackward>)
test tensor(0.0061, grad_fn=<MeanBackward0>) dev tensor(2.1522e-05, grad_fn=<SelectBackward>)
test tensor(0.0067, grad_fn=<MeanBackward0>) dev tensor(4.1548e-05, grad_fn=<SelectBackward>)
test tensor(0.0073, grad_fn=<MeanBackward0>) dev tensor(6.2648e-05, grad_fn=<SelectBackward>)
test tensor(0.0081, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0089, grad_fn=<MeanBackward0>) dev tensor(1.6939e-05, grad_fn=<SelectBackward>)
test tensor(0.0098, grad_fn=<MeanBackward0>) dev tensor(2.8857e-05, grad_fn=<SelectBackward>)
test tensor(0.0103, grad_fn=<MeanBackward0>) dev tensor(1.7272e-05, grad_fn=<SelectBackward>)
test tensor(0.0109, grad_fn=<MeanBackward0>) dev tensor(5.0540e-05, grad_fn=<SelectBackward>)
test tensor(0.0119, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0128, grad_fn=<MeanBackward0>) dev tensor(2.3294e-05, grad_fn=<SelectBackward>)
params,test_err, norm:  [ 0.61503538 -0.73662016] 0.01897186359180788 16.468481985727735 16.468481985727735
True [ 0.61503538 -0.73662016] 0.01897186359180788 16.468481985727735 132.68791936441258

